LoanRange,BusinessName,Address,City,State,Zip,BusinessType,JobsRetained,DateApproved,Lender
"e $150,000-350,000",DEE MOTOR CO,1200 E COMMERCIAL AVE,ANACONDA,MT,59711,Corporation,35,04/15/2020,Glacier Bank
"e $150,000-350,000",DELANEYS LANDSCAPE CENTER INC,40514 MT HIGHWAY 35,POLSON,MT,59860,Subchapter S Corporation,25,04/08/2020,Valley Bank of Ronan
"e $150,000-350,000","DELUXE MOTORS, INC.",711 Fort Street,MILES CITY,MT,59301,Corporation,16,04/04/2020,Stockman Bank of Montana
"e $150,000-350,000",DELZER DIVERSIFIED INC,47246 Gallatin Road,GALLATIN GATEWAY,MT,59730,Corporation,32,04/13/2020,American Bank
"e $150,000-350,000",DENNIS WESSELS INC,1035 SELWAY DR,DILLON,MT,59725,Subchapter S Corporation,16,04/15/2020,Stockman Bank of Montana
"e $150,000-350,000",DESERT MOUNTAIN BROADCASTING LLC,3981 WOODCREEK DR,BILLINGS,MT,59106,Limited  Liability Company(LLC),21,04/04/2020,Rocky Mountain Bank
"e $150,000-350,000",DETAILED CONSTRUCTION COMPANY,1331 Stockett Rd.,STOCKETT,MT,59480,Corporation,13,04/27/2020,Citizens Alliance Bank
"e $150,000-350,000",DEVELOPMENTAL EDUCATIONAL ASSISTANCE PROGRAM OF SOUTHEASTERN MONTANA,"2200 Box Elder Street, Suite 151",MILES CITY,MT,59301,Non-Profit Organization,49,04/08/2020,Stockman Bank of Montana
"e $150,000-350,000",DIAMOND J CONSTRUCTION LLC,2612 Tractor Ave,MILES CITY,MT,59301,Limited  Liability Company(LLC),12,04/04/2020,The Bank of Baker
"e $150,000-350,000",DIGITAL COMMUNICATIONS SYSTEMS INC,27 MERIDIAN CT Suite 111,KALISPELL,MT,59901,Corporation,15,04/04/2020,"First Montana Bank, Inc."
"e $150,000-350,000",DILLON SOFTWARE INC,117 EAST BLANCHARD LAKE RD,WHITEFISH,MT,59937,Subchapter S Corporation,8,05/08/2020,American Bank
"e $150,000-350,000","DIRECT SOURCE MT, INC.",3495 W BROADWAY ST,MISSOULA,MT,59808,Corporation,17,04/07/2020,Glacier Bank
"e $150,000-350,000",DISCOVERY DAY CARE INC,245 FOSTER LN,BILLINGS,MT,59101,Subchapter S Corporation,22,04/28/2020,Little Horn State Bank
"e $150,000-350,000",DISCOVERY DENTAL GROUP PLLC,2825 CONNERY WAY,MISSOULA,MT,59808,Partnership,15,04/29/2020,"First Montana Bank, Inc."
"e $150,000-350,000",DISCOVERY SKI CORPORATION,180 Discovery Basin Rd,ANACONDA,MT,59711,Subchapter S Corporation,36,04/27/2020,"Granite Mountain Bank, Inc."
"e $150,000-350,000",DISTEFANO ENTERPRISES LLC,1001 MAIN ST S,KALISPELL,MT,59901,Limited  Liability Company(LLC),14,04/28/2020,"U.S. Bank, National Association"
"e $150,000-350,000",DISTRICT 4 HUMAN RESOURCE DEVELOPMENT COUNCIL,2229 5TH AVE,HAVRE,MT,59501,Non-Profit Organization,76,04/15/2020,Independence Bank
"e $150,000-350,000",DK STEVENS LLC,400 Floweree Street,HELENA,MT,59601,Limited  Liability Company(LLC),32,04/06/2020,First Interstate Bank
"e $150,000-350,000","DODGEWORKS, PT INC.",1600 BIG FLAT RD,MISSOULA,MT,59804,Subchapter S Corporation,31,04/03/2020,Glacier Bank
"e $150,000-350,000","DON AADSEN FORD, INC.",64194 US HIGHWAY 93,RONAN,MT,59864,Corporation,24,04/04/2020,Valley Bank of Ronan
"e $150,000-350,000",DONEY CROWLEY PC,50 S LAST CHANCE GULCH,HELENA,MT,59601,Corporation,13,04/08/2020,Glacier Bank
"e $150,000-350,000","DOUBLE 'O' OF BUTTE, INC.",2900 HARRISON AVE,BUTTE,MT,59701,Corporation,42,04/06/2020,First Security Bank of Deer Lodge
"e $150,000-350,000",DOUBLE ARROW ENTERPRISES,301 Lodge Way,SEELEY LAKE,MT,59868,Subchapter S Corporation,73,04/04/2020,Citizens Alliance Bank
"e $150,000-350,000",DOUBLE B H & P LLC,1006 Euclid Avenue,HELENA,MT,59601,Corporation,14,04/04/2020,Opportunity Bank of Montana
"e $150,000-350,000","DOUBLE R, INC",10221 US HIGHWAY 2 West,HAVRE,MT,59501,Subchapter S Corporation,19,04/07/2020,Independence Bank
"e $150,000-350,000",DOUG SMITH GRADING LLC,724 PORTER HILL RD,STEVENSVILLE,MT,59870,Limited  Liability Company(LLC),16,04/06/2020,Farmers State Bank
"e $150,000-350,000",DOWDELL SHELLENBURG LLC,1106 W Park Street,LIVINGSTON,MT,59047,Limited  Liability Company(LLC),24,04/10/2020,First Interstate Bank
"e $150,000-350,000",DRAUGHT WORKS LLC,915 TOOLE AVE,MISSOULA,MT,59802,Limited  Liability Company(LLC),30,04/03/2020,Glacier Bank
"e $150,000-350,000",DRY FORK AG INC.,301 MAIN ST,LEDGER,MT,59456,Subchapter S Corporation,9,06/30/2020,Glacier Bank
"e $150,000-350,000",DS JR. TRUCKING INC,189 Howie Rd,BIG TIMBER,MT,59011,Subchapter S Corporation,18,04/09/2020,Glacier Bank
"e $150,000-350,000","DUNEMAN CONSTRUCTION, INC",8370 TROOPER TRL,BOZEMAN,MT,59715,Subchapter S Corporation,13,04/08/2020,Stockman Bank of Montana
"e $150,000-350,000",DUTTON & WILLHITE INC,2622 W Main St,BOZEMAN,MT,59718,Subchapter S Corporation,50,04/13/2020,First Interstate Bank
"e $150,000-350,000",E & JK ENTERPRISES INC,5364 Midland Rd,BILLINGS,MT,59101,Corporation,38,04/15/2020,Stockman Bank of Montana
"e $150,000-350,000","E.S. STONE AND STRUCTURE, INC.",110 2nd Ave W,RYEGATE,MT,59074,Subchapter S Corporation,36,04/08/2020,Citizens Bank & Trust Company
"e $150,000-350,000","EAGLE COUNTRY FORD, INC.",215 East Main,SIDNEY,MT,59270,Corporation,18,04/03/2020,Stockman Bank of Montana
"e $150,000-350,000",EAGLE MOUNT - BOZEMAN,6901 GOLDENSTEIN LN,BOZEMAN,MT,59715,Non-Profit Organization,15,04/06/2020,Glacier Bank
"e $150,000-350,000",EAGLE OILFIELD SERVICES LLC,12331 COUNTY ROAD 351,SIDNEY,MT,59270,Subchapter S Corporation,38,04/13/2020,Stockman Bank of Montana
"e $150,000-350,000",EAGLE TIRE LLC,81 JEFFERSON RIVER RD,THREE FORKS,MT,59752,Limited  Liability Company(LLC),25,04/05/2020,Glacier Bank
"e $150,000-350,000","EAR, NOSE & THROAT ASSOCIATES PC","2900 12TH AVE N., STE 330 W",BILLINGS,MT,59101,Corporation,20,04/09/2020,Glacier Bank
"e $150,000-350,000",EASTHAVEN BAPTIST CHURCH INC,2010 WHITEFISH STAGE,KALISPELL,MT,59901,Non-Profit Organization,0,04/09/2020,Glacier Bank
"e $150,000-350,000",ECKART TRUCKING,1415 N 6th Street,MILES CITY,MT,59301,Corporation,15,05/20/2020,Stockman Bank of Montana
"e $150,000-350,000",ECOLOGY PROJECT INTERNATIONAL,315 S 4th St East,MISSOULA,MT,59801,Professional Association,23,04/10/2020,First Interstate Bank
"e $150,000-350,000",ECONO PRINT,3211 1ST AVE N,BILLINGS,MT,59101,Corporation,23,04/03/2020,Stockman Bank of Montana
"e $150,000-350,000",ED BOLAND CONSTRUCTION INC,4701 NORTH STAR BLVD,GREAT FALLS,MT,59405,Subchapter S Corporation,22,04/29/2020,First Interstate Bank
"e $150,000-350,000","ED CAISSEY, INC.",2905 YORK RD,HELENA,MT,59602,Subchapter S Corporation,14,04/06/2020,Stockman Bank of Montana
"e $150,000-350,000",EDGE LLC,Po Box 7184,WHITEFISH,MT,59937,Limited  Liability Company(LLC),21,04/14/2020,First Interstate Bank
"e $150,000-350,000","EDGELL BUILDING, INC.",316 EXPRESSWAY,MISSOULA,MT,59808,Corporation,20,04/03/2020,Glacier Bank
"e $150,000-350,000","EDISON ELECTRICAL CONTRACTORS, INC",6987 LYNX LN,BOZEMAN,MT,59718,Corporation,13,04/04/2020,Glacier Bank
"e $150,000-350,000","EDWARD WINGFIELD, LLC",1001 W. OAK ST Suite 211,BOZEMAN,MT,59715,Limited  Liability Company(LLC),66,04/04/2020,Opportunity Bank of Montana
"e $150,000-350,000",EDWARDS LAW FIRM LTD,1648 POLY DR,BILLINGS,MT,59102,Subchapter S Corporation,10,04/03/2020,Stockman Bank of Montana
"e $150,000-350,000",EEC INC,720 LOHWEST LN,BILLINGS,MT,59106,Subchapter S Corporation,17,04/10/2020,The Yellowstone Bank
"e $150,000-350,000",EK PLUMBING INC,2910 US Highway 2 East,KALISPELL,MT,59903,Subchapter S Corporation,15,04/04/2020,TrailWest Bank
"e $150,000-350,000",EKLUND'S APPLIANCE & TV,1007 CENTRAL AVE W,GREAT FALLS,MT,59404,Corporation,27,04/07/2020,American Bank Center
"e $150,000-350,000",EL-MAR RV/MH VILLAGE INC.,3450 Tina Ave,MISSOULA,MT,59808,Corporation,28,04/13/2020,First Interstate Bank
"e $150,000-350,000",ELECTRICAL SYSTEMS INC,20 Conestoga Court,KALISPELL,MT,59901,Subchapter S Corporation,22,04/13/2020,First Interstate Bank
"e $150,000-350,000","ELEMENT LAW GROUP, PLLC",113 E Oak Street Suite 20,BOZEMAN,MT,59715,Corporation,11,04/04/2020,Opportunity Bank of Montana
"e $150,000-350,000",ELEMENTAL SCIENTIFIC LASER,685 Old Buffalo Trace,BOZEMAN,MT,59715,Limited  Liability Company(LLC),21,04/07/2020,Northwest Bank
"e $150,000-350,000",ELK RIVER SYSTEMS INC,po box 6934,HARLOWTON,MT,59036,Corporation,22,04/09/2020,American Bank
"e $150,000-350,000",ELKHORN ELECTRICAL CORPORATION,83 Sportsmans Way,BUTTE,MT,59701,Subchapter S Corporation,0,04/07/2020,Glacier Bank
"e $150,000-350,000",EMAC LLC,2517 10th Ave S,GREAT FALLS,MT,59405,Subchapter S Corporation,37,04/03/2020,Stockman Bank of Montana
"e $150,000-350,000",EMC ENTERPRISES LLC,52 BULLRUSH AVE,BELGRADE,MT,59714,Limited  Liability Company(LLC),25,04/05/2020,Glacier Bank
"e $150,000-350,000",EMPIRE HEATING & COOLING COMPANY INC,500 ALBERT ST,BILLINGS,MT,59101,Corporation,16,04/10/2020,Glacier Bank
"e $150,000-350,000","ENCE PROPERTIES, LLC",120 Expressway,MISSOULA,MT,59808,Limited  Liability Company(LLC),34,04/10/2020,First Interstate Bank
"e $150,000-350,000",ENDOMINES IDAHO LLC,"4135 Valley Commons Dr, Ste D",BOZEMAN,MT,59718,Limited  Liability Company(LLC),34,04/08/2020,PlainsCapital Bank
"e $150,000-350,000","ENDURANCE MARKETING GROUP, INC",4952 Whitefish Stage Road,WHITEFISH,MT,59937,Corporation,36,04/09/2020,First Interstate Bank
"e $150,000-350,000",ENERGISYSTEMS LLC,PO BOX 1297,BILLINGS,MT,59105,Limited  Liability Company(LLC),19,04/06/2020,Little Horn State Bank
"e $150,000-350,000",ENERGY ASSOCIATES INC,638 Ferguson Ave Suite 1,BOZEMAN,MT,59718,Subchapter S Corporation,8,04/29/2020,First Home Bank
"e $150,000-350,000",ENGINEERED BUILDING COMPONENTS,127 BRICKYARD LANE,BILLINGS,MT,59103,Subchapter S Corporation,25,04/08/2020,Rocky Mountain Bank
"e $150,000-350,000",ENTRE TECHNOLOGY SERVICES LLC,1501 14th Street W. Suite 201,BILLINGS,MT,59102,Limited  Liability Company(LLC),31,04/06/2020,"Bank of Bridger, National Association"
"e $150,000-350,000",EPCON SIGN CO,1131 Monad Rd,BILLINGS,MT,59101,Subchapter S Corporation,18,04/28/2020,Stockman Bank of Montana
"e $150,000-350,000","EQUITY MANAGEMENT, INC.",1534 South Ave W,MISSOULA,MT,59806,Corporation,24,04/09/2020,Glacier Bank
"e $150,000-350,000",ERCK HOTELS CORPORATION,8214 O'Reilly Dr,HELENA,MT,59602,Limited  Liability Company(LLC),19,04/03/2020,Stockman Bank of Montana
"e $150,000-350,000",ERICKSON CONTRACT SURVEYING,333 10th Ave SE,SIDNEY,MT,59270,Corporation,13,04/03/2020,The Yellowstone Bank
"e $150,000-350,000",ERICKSON TRANSPORT LLC,221 Lomond Ln,BILLINGS,MT,59101,Limited  Liability Company(LLC),20,04/03/2020,Stockman Bank of Montana
"e $150,000-350,000",ERVGIL INC,505 S 24TH ST w,BILLINGS,MT,59102,Subchapter S Corporation,17,04/03/2020,Stockman Bank of Montana
"e $150,000-350,000","EVOLUTION AVA, LLC",213 W MAIN ST,BELGRADE,MT,59714,Limited  Liability Company(LLC),13,04/05/2020,Glacier Bank
"e $150,000-350,000",EXCEL DRILLING  INC.,16977 Frontage Road,BELGRADE,MT,59714,Corporation,63,04/15/2020,First Interstate Bank
"e $150,000-350,000","EXCEL ORTHOPEDIC PHYSICAL THERAPY, INC.",1823 W COLLEGE ST STE 100,BOZEMAN,MT,59715,Corporation,18,04/06/2020,Glacier Bank
"e $150,000-350,000",EXEC AIR MONTANA INC,2430 Airport Rd.,HELENA,MT,59601,Subchapter S Corporation,23,04/07/2020,First Interstate Bank
"e $150,000-350,000",EYE PHYSICIANS & SURGEONS,1221 N 26TH ST,BILLINGS,MT,59101,Corporation,8,04/09/2020,The Yellowstone Bank
"e $150,000-350,000","EYEHEAR, INC.",104 WESTVIEW PARK PL,KALISPELL,MT,59901,Corporation,22,04/13/2020,First Interstate Bank
"e $150,000-350,000",FACIAL PLASTIC AND RECONSTRUCTIVE SURGERY-MONTANA,805 S Reserve St,MISSOULA,MT,59801,Corporation,11,04/28/2020,TrailWest Bank
"e $150,000-350,000",FARMERS UNION OIL COMPANY,303 W Montana Ave,BAKER,MT,59313,Cooperative,26,04/13/2020,The Bank of Baker
"e $150,000-350,000","FARMERS UNION OIL COMPANY OF CIRCLE, MT",906 A AVE,CIRCLE,MT,59215,Corporation,24,04/10/2020,Grasslands FCU
"e $150,000-350,000",FAURE HALVORSEN ARCHITECTS PC,1425 W MAIN ST Unit A,BOZEMAN,MT,59715,Corporation,11,04/27/2020,Sky FCU
"e $150,000-350,000",FELT MARTIN PC,2825 3RD AVE N STE 100,BILLINGS,MT,59101,Corporation,15,04/08/2020,Little Horn State Bank
"e $150,000-350,000",FENESTRATION TECHNICIANS LLC,18 Peregrine Way,BOZEMAN,MT,59718,Limited  Liability Company(LLC),18,04/29/2020,"Bank of America, National Association"
"e $150,000-350,000","FINALLY, INC.","1232 15TH AVE, STE 3",BOZEMAN,MT,59715,Corporation,13,04/05/2020,Glacier Bank
"e $150,000-350,000",FINE GRIT LLC,730 Boardwalk Ave. Suites 10 & 11,BOZEMAN,MT,59718,Partnership,17,04/10/2020,First Interstate Bank
"e $150,000-350,000",FINMARK CONSTRUCTION LLC,201 UNITED DR,KALISPELL,MT,59901,Subchapter S Corporation,34,04/11/2020,First Interstate Bank
"e $150,000-350,000",FINSTAD FLOORING INC.,501 FULLER AVE,HELENA,MT,59601,Corporation,14,04/04/2020,Glacier Bank
"e $150,000-350,000",FIRST MONTANA LAND TITLE COMPANY,"400 N Park Ave, First Floor",HELENA,MT,59601,Subchapter S Corporation,18,04/09/2020,First Interstate Bank
"e $150,000-350,000","FISCHER COMMERCIAL FLOORING, LLC",802 9th Ave N,BILLINGS,MT,59101,Limited  Liability Company(LLC),22,04/05/2020,Beartooth Bank
"e $150,000-350,000",FIVE ON BLACK INC.,325 HIGGINS AVE,MISSOULA,MT,59802,Corporation,37,04/03/2020,Glacier Bank
"e $150,000-350,000",FIVE VALLEYS LAND TRUST,120 Hickory St,MISSOULA,MT,59801,Non-Profit Organization,12,04/08/2020,First Interstate Bank
"e $150,000-350,000",FIVE VALLEYS RESTORATION & CLEANING INC,910 N DICKENS ST,MISSOULA,MT,59802,Subchapter S Corporation,18,04/03/2020,"First Montana Bank, Inc."
"e $150,000-350,000",FJ TRUCKING INC.,4950 Anna Circle,BILLINGS,MT,59106,Subchapter S Corporation,16,04/15/2020,Stockman Bank of Montana
"e $150,000-350,000","FLAG NOR FAIL, INC.",110 Jensen Road,COLUMBIA FALLS,MT,59912,Corporation,13,04/27/2020,Three Rivers Bank of Montana
"e $150,000-350,000","FLAT EARTH, INC.",985 TECHNOLOGY BLVD Suite 102,BOZEMAN,MT,59718,Corporation,12,04/13/2020,Stockman Bank of Montana
"e $150,000-350,000",FLATHEAD BEVERAGE CO,1390 US HWY 2 W,KALISPELL,MT,59901,Subchapter S Corporation,0,04/06/2020,Glacier Bank
"e $150,000-350,000","FLATHEAD CITIZEN, INC.",17 Main Street,KALISPELL,MT,59901,Corporation,0,04/10/2020,New York Business Development Corporation
"e $150,000-350,000","FLATHEAD TRAVEL SERVICE, INC.",500 MAIN ST,KALISPELL,MT,59901,Corporation,18,04/04/2020,Glacier Bank
"e $150,000-350,000",FLATHEAD VALLEY DENTAL LLC,2165 US HIGHWAY 2 E,KALISPELL,MT,59901,Limited  Liability Company(LLC),0,04/11/2020,Glacier Bank
"e $150,000-350,000",FLIGHT EVOLVED LLC,237 MOOSE RUN LN,HAMILTON,MT,59840,Limited  Liability Company(LLC),19,04/03/2020,Glacier Bank
"e $150,000-350,000",FLORENCE CRITTENTION HOME & SERVICES,901 N Harris St,HELENA,MT,59601,Non-Profit Organization,47,04/06/2020,First Interstate Bank
"e $150,000-350,000","FMT OF BILLINGS, LLC",2737 Montana Avenue,BILLINGS,MT,59101,Limited  Liability Company(LLC),29,04/03/2020,The Yellowstone Bank
"e $150,000-350,000","FNP, INC.","1633 MAIN ST, Ste A #381",BILLINGS,MT,59105,Corporation,23,04/08/2020,Glacier Bank
"e $150,000-350,000",FOOD AND FUN INC,1600 SOUTH AVE,MISSOULA,MT,59801,Corporation,14,04/03/2020,Glacier Bank
"e $150,000-350,000",FOOD ROUNDUP SUPERMARKET,107 Dunraven St,WEST YELLOWSTONE,MT,59758,Subchapter S Corporation,18,04/09/2020,Glacier Bank
"e $150,000-350,000","FOREVER GREEN SPRINKLERS, INC.",76193 GALLATIN RD,GALLATIN GATEWAY,MT,59730,Subchapter S Corporation,48,04/05/2020,Glacier Bank
"e $150,000-350,000",FORT BELKNAP TRIBAL HOUSING AUTHORITY,688 Agency Main St.,HARLEM,MT,59526,Non-Profit Organization,28,05/19/2020,"Bank of Bridger, National Association"
"e $150,000-350,000",FOUR BEERS INC,1091 Highway 10 East,COLUMBUS,MT,59019,Corporation,19,04/04/2020,Altana FCU
"e $150,000-350,000",FOUR O SIX UNDERGROUND INC,3012 L DR,HELENA,MT,59602,Subchapter S Corporation,14,04/04/2020,Glacier Bank
"e $150,000-350,000",FREEDOM OUTDOOR STRUCTURES LLC,2808 DAKOTA LN,GREAT FALLS,MT,59404,Limited  Liability Company(LLC),32,04/08/2020,Stockman Bank of Montana
"e $150,000-350,000","FRG-BILLINGS, LLC",840 SHILOH CROSSING BLVD,BILLINGS,MT,59102,Limited  Liability Company(LLC),45,04/05/2020,Glacier Bank
"e $150,000-350,000","FRG-BUTTE, LLC",4655 HARRISON AVE,BUTTE,MT,59701,Subchapter S Corporation,60,04/05/2020,Glacier Bank
"e $150,000-350,000","FRG-SIEGEN, LLC",1232 N 15TH AVE SUITE 3,BOZEMAN,MT,59715,Limited  Liability Company(LLC),80,04/09/2020,IBERIABANK
"e $150,000-350,000",FRONTLINE GLASS,1107 Elm Street,HELENA,MT,59601,Corporation,20,04/10/2020,First Interstate Bank
"e $150,000-350,000","FRONTLINE PROCESSING, CORP.",3701 TRAKKER TRL Ste 1F,BOZEMAN,MT,59718,Subchapter S Corporation,10,04/15/2020,Stockman Bank of Montana
"e $150,000-350,000",FULKERSON FUNERAL HOME INC,1717 Main Street,MILES CITY,MT,59301,Corporation,12,04/05/2020,Stockman Bank of Montana
"e $150,000-350,000","FULLER FAMILY MEDICINE, PC",4045 AVENUE B,BILLINGS,MT,59106,Subchapter S Corporation,12,04/07/2020,The Yellowstone Bank
"e $150,000-350,000",FUSION TECHNOLOGIES INC,6804 COMMERCIAL AVE STE B,BILLINGS,MT,59101,Corporation,6,04/28/2020,Glacier Bank
"e $150,000-350,000",G & T PLUMBING & MECHANICAL,1402 CENTRAL AVE,BILLINGS,MT,59102,Subchapter S Corporation,15,04/06/2020,Opportunity Bank of Montana
"e $150,000-350,000",G&Y ENTERPRISES,126 Buckskin Run,WHITEFISH,MT,59937,Subchapter S Corporation,53,04/27/2020,First Choice Bank
"e $150,000-350,000",GAINANS FLORAL,1603 Grand Ave #140,BILLINGS,MT,59102,Corporation,66,04/11/2020,First Interstate Bank
"e $150,000-350,000",GALLATIN VALLEY FURNITURE COMPANY,923 N  7TH AVE,BOZEMAN,MT,59715,Corporation,27,04/06/2020,Glacier Bank
"e $150,000-350,000",GALLATIN VALLEY LAND TRUST,212 South WALLACE AVE STE 102,BOZEMAN,MT,59715,Non-Profit Organization,12,04/06/2020,Stockman Bank of Montana
"e $150,000-350,000",GALLATIN VALLEY YOUNG MENS CHRISTIAN A,3673 LOVE LANE,BOZEMAN,MT,59718,Corporation,63,06/16/2020,Glacier Bank
"e $150,000-350,000","GARDEN CITY HARVEST, INC.",1657 River Road,MISSOULA,MT,59801,Corporation,27,04/03/2020,Glacier Bank
"e $150,000-350,000","GARY BRINK, INC",216 MOORE LN,BILLINGS,MT,59101,Corporation,22,04/27/2020,The Yellowstone Bank
"e $150,000-350,000",GASTON ENGINEERING & SURVEYING P.C.,211 HAGGERTY LN,BOZEMAN,MT,59715,Corporation,11,04/05/2020,Glacier Bank
"e $150,000-350,000",GATEWAY COMMUNITY SERVICES,26 4th Street North,GREAT FALLS,MT,59401,Non-Profit Organization,41,04/13/2020,First Interstate Bank
"e $150,000-350,000",GATEWAY PARK HOTELS LLC,1345 Mullowney Ln,BILLINGS,MT,59101,Limited  Liability Company(LLC),34,04/03/2020,Stockman Bank of Montana
"e $150,000-350,000",GATEWAY PRINTING,1947 South Ave West,MISSOULA,MT,59801,Corporation,49,04/06/2020,First Interstate Bank
"e $150,000-350,000",GATHER LLC,137 WEST FRONT ST,MISSOULA,MT,59802,Limited  Liability Company(LLC),39,04/03/2020,Glacier Bank
"e $150,000-350,000",GEORGE STEELE & CO. BUTTE,800 S. Wyoming,BUTTE,MT,59701,Subchapter S Corporation,24,04/09/2020,Madison Valley Bank
"e $150,000-350,000","GERANIOS ENTERPRISES, INC.",320 Central Ave,GREAT FALLS,MT,59401,Subchapter S Corporation,19,04/04/2020,Opportunity Bank of Montana
"e $150,000-350,000",GIBBS EQUIPMENT,18 HIGHWAY 200 S,GLENDIVE,MT,59330,Sole Proprietorship,20,04/03/2020,Stockman Bank of Montana
"e $150,000-350,000",GLACIER CARE CENTER,707 3rd Street SE,CUT BANK,MT,59427,Non-Profit Organization,33,04/13/2020,First Interstate Bank
"e $150,000-350,000","GLACIER FAMILY FOODS, LLC",601 SE Boundary,BROWNING,MT,59417,Limited  Liability Company(LLC),52,04/27/2020,"Native American Bank, National Association"
"e $150,000-350,000","GLACIER GUIDES, INC.",11970 HWY 2 East,WEST GLACIER,MT,59936,Corporation,22,04/14/2020,First Interstate Bank
"e $150,000-350,000",GLACIER NATIONAL PARK CONSERVANCY,402 9TH ST W,COLUMBIA FALLS,MT,59912,Professional Association,17,04/03/2020,Glacier Bank
"e $150,000-350,000",GLACIER PARK BOAT CO.,282 Sunrise Creek Loop,COLUMBIA FALLS,MT,59912,Corporation,22,04/30/2020,Three Rivers Bank of Montana
"e $150,000-350,000","GLIDEWELL INVESTMENTS & INSURANCE GROUP, INC",1750 South Avenue West,MISSOULA,MT,59801,Corporation,19,04/06/2020,TrailWest Bank
"e $150,000-350,000",GN MANAGEMENT CO INC,12127 US 2 West,WEST GLACIER,MT,59936,Corporation,45,04/29/2020,Three Rivers Bank of Montana
"e $150,000-350,000","GO FAST CAMPERS, LLC",251 Sunfield Dr. STE 1,BELGRADE,MT,59714,Limited  Liability Company(LLC),30,04/28/2020,First Interstate Bank
"e $150,000-350,000","GOETZ, BALDWIN & GEDDES P.C.",35 N Grand Ave,BOZEMAN,MT,59715,Corporation,14,04/08/2020,Stockman Bank of Montana
"e $150,000-350,000","GOLDEN EAGLE WOODWORK, LLC",PO BOX 559,GALLATIN GATEWAY,MT,59730,Subchapter S Corporation,35,04/27/2020,Opportunity Bank of Montana
"e $150,000-350,000",GOLDEN TRIANGLE INC,"1633 MAIN ST., STE A #381",BILLINGS,MT,59105,Corporation,9,04/08/2020,Glacier Bank
"e $150,000-350,000",GOLDENWEST ELECTRIC COOPERATIVE INC,PO BOX 177,WIBAUX,MT,59353,Cooperative,9,04/06/2020,Stockman Bank of Montana
"e $150,000-350,000","GOLDSMITH GALLERY JEWELERS, INC",903 Shiloh Crossing Boulevard,BILLINGS,MT,59102,Subchapter S Corporation,16,04/03/2020,The Yellowstone Bank
"e $150,000-350,000",GOMER'S INC. MISSOULA,2400 Palmer Street,MISSOULA,MT,59802,Corporation,15,04/15/2020,First Interstate Bank
"e $150,000-350,000",GOOD MEDICINE INC,27 CENTRAL AVE,WHITEFISH,MT,59937,Corporation,0,04/15/2020,Glacier Bank
"e $150,000-350,000",GOOD SAMARITAN MINISTRIES AND THRIFT STORE,3067 MONTANA AVE,HELENA,MT,59601,Non-Profit Organization,41,04/08/2020,Glacier Bank
"e $150,000-350,000",GPD PC,524 1ST AVE South,GREAT FALLS,MT,59401,Corporation,16,04/14/2020,First Interstate Bank
"e $150,000-350,000","GRACE VETERINARY, INC.",1520 9TH ST S,GREAT FALLS,MT,59405,Subchapter S Corporation,28,04/07/2020,Independence Bank
"e $150,000-350,000","GRADE A SITEWORKS, LLC","20 W. HALEY SPRINGS RD, Unit D",BOZEMAN,MT,59718,Limited  Liability Company(LLC),15,04/04/2020,Opportunity Bank of Montana
"e $150,000-350,000","GRANITE HEALTH & FITNESS, INC.",3838 Avenue B,BILLINGS,MT,59102,Corporation,120,04/10/2020,First Interstate Bank
"e $150,000-350,000",GRANT CREEK INN LLC,5280 Grant Creek,MISSOULA,MT,59808,Limited  Liability Company(LLC),48,04/03/2020,Glacier Bank
"e $150,000-350,000",GRAPHIC IMPRINTS INC,120 N 18TH ST,BILLINGS,MT,59101,Corporation,30,04/04/2020,Glacier Bank
"e $150,000-350,000",GREAT FALL DEVELOPMENT AUTHORITY INC,405 3rd Street NW Suite 203,GREAT FALLS,MT,59404,Corporation,14,04/09/2020,First Interstate Bank
"e $150,000-350,000","GREAT FALLS APPLE, INC.",2038 OVERLAND AVE,BILLINGS,MT,59102,Subchapter S Corporation,50,04/04/2020,The Yellowstone Bank
"e $150,000-350,000",GREAT FALLS ATHLETIC CLUB,1800 Benefis Court,GREAT FALLS,MT,59405,Limited  Liability Company(LLC),170,04/11/2020,First Interstate Bank
"e $150,000-350,000",GREAT FALLS CENTRAL CATHOLIC HIGH SCHOOL,2800 18TH AVE S,GREAT FALLS,MT,59405,Non-Profit Organization,25,05/03/2020,"U.S. Bank, National Association"
"e $150,000-350,000",GREAT FALLS PEDIATRIC DENTISTRY,4th Street South,GREAT FALLS,MT,59405,Limited  Liability Company(LLC),33,04/06/2020,Ascent Bank
"e $150,000-350,000",GREAT FALLS RESCUE MISSION,408 2ND AVE SO,GREAT FALLS,MT,59405,Corporation,38,04/03/2020,Stockman Bank of Montana
"e $150,000-350,000",GREAT FALLS SURGICAL ASSOCIATES LL,400 13th Ave S,GREAT FALLS,MT,59404,Limited Liability Partnership,15,04/03/2020,Stockman Bank of Montana
"e $150,000-350,000",GREAT NORTHERN BAKEHOUSE INC,2600 S 3RD ST W,MISSOULA,MT,59804,Subchapter S Corporation,33,04/03/2020,Glacier Bank
"e $150,000-350,000",GREAT NORTHWEST CONSTRUCTION INC,1929 BOZEMAN TRAIL RD,BOZEMAN,MT,59715,Subchapter S Corporation,6,04/08/2020,Glacier Bank
